persona_a,persona_b,pair_id,task_type,retain_mechanism,simple_condition,simple_matched_control_condition,reinforced_condition,reinforced_matched_control_condition,reinforcement_repeats,primary_gap_metric_name,simple_primary_gap_abs,reinforced_primary_gap_abs,primary_gap_change,simple_scs,reinforced_scs,scs_change,simple_rai,reinforced_rai,rai_change,weakened_distance_to_matched_b_control,weakened_primary_gap,increased_a_influence,rq3_weakened
ISTP,ENFP,ISTP_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9677,0.9355,-0.0322,-0.6344,-0.6022,0.0322,True,False,True,True
ISTP,ENFP,ISTP_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0039,0.0136,0.0097,0.1667,0.1667,0.0,-0.0568,-0.0305,0.0263,False,True,True,True
ISTP,ENFP,ISTP_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0187,0.0211,0.0024,0.3333,0.3333,0.0,-0.0675,-0.058,0.0095,False,True,True,True
ISTP,ENFP,ISTP_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.4779,0.5342,0.0563,-0.0319,-0.0903,-0.0584,True,False,False,False
ISTP,ENFP,ISTP_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.4322,0.4229,-0.0093,-0.0136,-0.0187,-0.0051,False,False,False,False
ISTP,ISTJ,ISTP_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9785,0.9677,-0.0108,-0.2688,-0.2688,0.0,True,False,False,False
ISTP,ISTJ,ISTP_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9785,0.9785,0.0,-0.3118,-0.2796,0.0322,False,False,True,False
ISTP,ISTJ,ISTP_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0292,0.0329,0.0037,0.3333,0.4333,0.1,-0.0458,-0.0341,0.0117,False,True,True,True
ISTP,ISTJ,ISTP_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0111,0.0177,0.0066,0.3,0.2333,-0.0667,-0.0442,-0.0354,0.0088,True,True,True,True
ISTP,ISTJ,ISTP_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0667,0.0,0.5161,0.5358,0.0197,-0.067,-0.1206,-0.0536,False,False,False,False
ISTP,ISTJ,ISTP_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.4972,0.5023,0.0051,-0.0407,-0.0474,-0.0067,False,False,False,False
ISTP,INFP,ISTP_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.5,0.5,0.828,0.5806,-0.2474,-0.2258,-0.0215,0.2043,True,True,True,True
ISTP,INFP,ISTP_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8925,0.9247,0.0322,-0.3763,-0.4301,-0.0538,False,False,False,False
ISTP,INFP,ISTP_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0077,0.0254,0.0177,0.2333,0.1667,-0.0666,-0.0211,-0.0043,0.0168,True,True,True,True
ISTP,INFP,ISTP_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0272,0.0333,0.0061,0.4667,0.2,-0.2667,-0.0635,-0.0396,0.0239,True,True,True,True
ISTP,INFP,ISTP_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.0,-0.0334,0.5085,0.5298,0.0213,-0.0766,-0.0875,-0.0109,False,False,False,False
ISTP,INFP,ISTP_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.1,0.0333,-0.0667,0.492,0.4585,-0.0335,-0.0378,-0.0056,0.0322,False,False,True,True
ISTP,ESFJ,ISTP_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.8602,0.7527,-0.1075,-0.4731,-0.2366,0.2365,True,True,True,True
ISTP,ESFJ,ISTP_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9355,0.9247,-0.0108,-0.5699,-0.5914,-0.0215,True,False,False,False
ISTP,ESFJ,ISTP_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0041,0.0102,0.0061,0.4667,0.2667,-0.2,-0.0627,-0.0299,0.0328,True,True,True,True
ISTP,ESFJ,ISTP_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0108,0.0223,0.0115,0.3333,0.5,0.1667,-0.0663,-0.0741,-0.0078,False,True,False,False
ISTP,ESFJ,ISTP_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4767,0.5241,0.0474,-0.0498,-0.0727,-0.0229,False,False,False,False
ISTP,ESFJ,ISTP_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0333,-0.0334,0.4867,0.4216,-0.0651,-0.0697,0.0144,0.0841,False,False,True,True
ISTP,ESTJ,ISTP_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.9355,0.0215,-0.3978,-0.3871,0.0107,False,False,True,False
ISTP,ESTJ,ISTP_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.957,0.9355,-0.0215,-0.4409,-0.3978,0.0431,True,False,True,True
ISTP,ESTJ,ISTP_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0112,0.0256,0.0144,0.3667,0.3,-0.0667,-0.0582,-0.051,0.0072,True,True,True,True
ISTP,ESTJ,ISTP_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0141,0.0102,-0.0039,0.3667,0.3333,-0.0334,-0.0688,-0.0641,0.0047,True,False,True,True
ISTP,ESTJ,ISTP_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.1,0.0667,0.5029,0.5166,0.0137,-0.0315,-0.0748,-0.0433,True,False,False,False
ISTP,ESTJ,ISTP_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.1,0.0333,-0.0667,0.528,0.5136,-0.0144,-0.0668,-0.0618,0.005,False,False,True,True
ENFP,INFJ,ENFP_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.5,0.5,0.828,0.6452,-0.1828,-0.0968,0.2151,0.3119,True,True,True,True
ENFP,INFJ,ENFP_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9355,0.8495,-0.086,-0.3656,-0.1613,0.2043,True,False,True,True
ENFP,INFJ,ENFP_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0295,0.0459,0.0164,0.4333,0.1667,-0.2666,0.012,0.0158,0.0038,True,True,True,True
ENFP,INFJ,ENFP_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0101,0.0591,0.049,0.5333,0.1667,-0.3666,-0.0061,0.0189,0.025,True,True,True,True
ENFP,INFJ,ENFP_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.5056,0.4659,-0.0397,-0.0517,-0.0183,0.0334,True,False,True,True
ENFP,INFJ,ENFP_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0667,0.0334,0.4822,0.495,0.0128,0.0068,-0.0616,-0.0684,True,False,False,False
ENFP,ENTP,ENFP_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.8817,0.7312,-0.1505,-0.043,0.2151,0.2581,True,True,True,True
ENFP,ENTP,ENFP_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9247,0.9677,0.043,-0.1935,-0.2473,-0.0538,False,False,False,False
ENFP,ENTP,ENFP_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0014,0.0007,-0.0007,0.3333,0.2333,-0.1,-0.0127,0.003,0.0157,True,False,True,True
ENFP,ENTP,ENFP_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0235,0.0056,-0.0179,0.3667,0.3333,-0.0334,-0.0186,-0.0178,0.0008,True,False,True,True
ENFP,ENTP,ENFP_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4889,0.535,0.0461,-0.0464,-0.097,-0.0506,False,False,False,False
ENFP,ENTP,ENFP_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0333,-0.0334,0.4785,0.4401,-0.0384,-0.0455,-0.0092,0.0363,False,False,True,True
ESTJ,ISTJ,ESTJ_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9462,0.9247,-0.0215,-0.1183,-0.0968,0.0215,True,False,True,True
ESTJ,ISTJ,ESTJ_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9677,0.9785,0.0108,-0.1828,-0.2151,-0.0323,False,False,False,False
ESTJ,ISTJ,ESTJ_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.07,0.0272,-0.0428,0.2667,0.5667,0.3,0.0288,0.0215,-0.0073,False,False,False,False
ESTJ,ISTJ,ESTJ_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.017,0.0212,0.0042,0.6333,0.3667,-0.2666,-0.0228,-0.0061,0.0167,True,True,True,True
ESTJ,ISTJ,ESTJ_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.5635,0.4791,-0.0844,-0.1129,-0.0154,0.0975,False,False,True,True
ESTJ,ISTJ,ESTJ_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0334,0.0001,0.5159,0.4776,-0.0383,-0.0155,-0.0287,-0.0132,True,False,False,True
ENTP,ESTJ,ENTP_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.5269,0.5806,0.0537,0.3871,0.3333,-0.0538,False,False,False,False
ENTP,ESTJ,ENTP_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8172,0.8065,-0.0107,-0.1935,-0.172,0.0215,True,False,True,True
ENTP,ESTJ,ENTP_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1249,0.0922,-0.0327,0.1333,0.1333,0.0,0.071,0.0523,-0.0187,False,False,False,False
ENTP,ESTJ,ENTP_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0318,0.0312,-0.0006,0.3,0.4333,0.1333,-0.0558,-0.0442,0.0116,False,False,True,False
ENTP,ESTJ,ENTP_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.4885,0.5162,0.0277,-0.0405,-0.07,-0.0295,False,False,False,False
ENTP,ESTJ,ENTP_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0334,0.0334,0.4728,0.505,0.0322,-0.0347,-0.0721,-0.0374,True,False,False,False
ENFP,INTJ,ENFP_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.75,0.5,0.6559,0.3011,-0.3548,-0.0538,0.6237,0.6775,True,True,True,True
ENFP,INTJ,ENFP_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.9032,-0.0108,-0.6022,-0.5484,0.0538,True,False,True,True
ENFP,INTJ,ENFP_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0593,0.0746,0.0153,0.1667,0.0667,-0.1,-0.0142,0.0592,0.0734,True,True,True,True
ENFP,INTJ,ENFP_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0047,0.0144,0.0097,0.3667,0.1667,-0.2,-0.0704,-0.0395,0.0309,True,True,True,True
ENFP,INTJ,ENFP_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0334,0.0334,0.4984,0.4839,-0.0145,-0.023,-0.0405,-0.0175,True,False,False,True
ENFP,INTJ,ENFP_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.4858,0.4813,-0.0045,-0.0372,-0.0363,0.0009,True,False,True,True
ENFP,ENFJ,ENFP_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.8172,0.8065,-0.0107,0.0753,0.1398,0.0645,True,False,True,True
ENFP,ENFJ,ENFP_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9247,0.914,-0.0107,-0.1398,-0.0538,0.086,True,False,True,True
ENFP,ENFJ,ENFP_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0609,-0.0058,0.1667,0.0667,-0.1,0.0368,0.0485,0.0117,True,False,True,True
ENFP,ENFJ,ENFP_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0369,0.0468,0.0099,0.3333,0.1333,-0.2,0.0063,0.0119,0.0056,True,True,True,True
ENFP,ENFJ,ENFP_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.4925,0.5219,0.0294,-0.0578,-0.0834,-0.0256,True,False,False,False
ENFP,ENFJ,ENFP_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.1,0.0666,0.4614,0.4512,-0.0102,-0.0399,-0.0239,0.016,True,False,True,True
ISTJ,INFJ,ISTJ_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.4624,0.4839,0.0215,0.4839,0.4731,-0.0108,False,False,False,False
ISTJ,INFJ,ISTJ_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8602,0.7849,-0.0753,-0.2796,-0.1183,0.1613,True,False,True,True
ISTJ,INFJ,ISTJ_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0807,0.0696,-0.0111,0.0333,0.1667,0.1334,0.0838,0.0924,0.0086,False,False,True,False
ISTJ,INFJ,ISTJ_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0088,0.0062,-0.0026,0.2333,0.1667,-0.0666,-0.0678,-0.066,0.0018,True,False,True,True
ISTJ,INFJ,ISTJ_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.1,0.1,0.506,0.5246,0.0186,-0.0427,-0.0632,-0.0205,True,False,False,False
ISTJ,INFJ,ISTJ_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.4387,0.4383,-0.0004,-0.0317,-0.0481,-0.0164,True,False,False,True
ISTJ,ENFJ,ISTJ_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.75,0.75,0.0,0.3226,0.3011,-0.0215,0.6344,0.6559,0.0215,True,False,True,True
ISTJ,ENFJ,ISTJ_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.8817,0.7634,-0.1183,-0.4839,-0.2258,0.2581,True,True,True,True
ISTJ,ENFJ,ISTJ_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1058,0.0813,-0.0245,0.0667,0.0667,0.0,0.0857,0.0835,-0.0022,False,False,False,False
ISTJ,ENFJ,ISTJ_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0026,0.0009,-0.0017,0.5333,0.4,-0.1333,-0.1172,-0.1109,0.0063,True,False,True,True
ISTJ,ENFJ,ISTJ_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.1333,0.1,0.5272,0.5022,-0.025,-0.0603,-0.0317,0.0286,True,False,True,True
ISTJ,ENFJ,ISTJ_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.1,0.1,0.4779,0.4678,-0.0101,-0.0771,-0.0754,0.0017,True,False,True,True
ISTJ,ISFJ,ISTJ_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.7204,0.7849,0.0645,0.2151,0.1613,-0.0538,False,False,False,False
ISTJ,ISFJ,ISTJ_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.914,0.8495,-0.0645,-0.129,-0.0215,0.1075,True,True,True,True
ISTJ,ISFJ,ISTJ_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0406,0.0381,-0.0025,0.2,0.2667,0.0667,0.0248,0.0381,0.0133,False,False,True,False
ISTJ,ISFJ,ISTJ_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0063,0.0096,0.0033,0.2667,0.2333,-0.0334,-0.0392,-0.0411,-0.0019,True,True,False,True
ISTJ,ISFJ,ISTJ_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.5314,0.5048,-0.0266,-0.0966,-0.0375,0.0591,False,False,True,True
ISTJ,ISFJ,ISTJ_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.4992,0.4702,-0.029,-0.0832,-0.0624,0.0208,False,False,True,True
ISTJ,ESFJ,ISTJ_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.4731,0.5054,0.0323,0.4839,0.4409,-0.043,False,False,False,False
ISTJ,ESFJ,ISTJ_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8495,0.8065,-0.043,-0.2151,-0.129,0.0861,True,False,True,True
ISTJ,ESFJ,ISTJ_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0379,0.0346,-0.0033,0.1,0.1,0.0,0.0662,0.0769,0.0107,False,False,True,False
ISTJ,ESFJ,ISTJ_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0014,0.0018,0.0004,0.2333,0.1333,-0.1,-0.0601,-0.0679,-0.0078,True,True,False,True
ISTJ,ESFJ,ISTJ_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0334,0.0001,0.4665,0.4954,0.0289,-0.0088,-0.0449,-0.0361,True,False,False,False
ISTJ,ESFJ,ISTJ_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.4565,0.4479,-0.0086,-0.0829,-0.0231,0.0598,False,False,True,True
ISTJ,ESTJ,ISTJ_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.8387,0.8065,-0.0322,0.1075,0.1398,0.0323,True,False,True,True
ISTJ,ESTJ,ISTJ_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.9462,0.043,-0.0215,-0.1075,-0.086,False,False,False,False
ISTJ,ESTJ,ISTJ_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.005,0.0111,0.0061,0.3667,0.3667,0.0,-0.0069,0.0061,0.013,False,True,True,True
ISTJ,ESTJ,ISTJ_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0128,0.0357,0.0229,0.3667,0.5,0.1333,-0.0177,-0.0195,-0.0018,False,True,False,False
ISTJ,ESTJ,ISTJ_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0667,0.0334,0.5488,0.5408,-0.008,-0.0816,-0.0749,0.0067,True,False,True,True
ISTJ,ESTJ,ISTJ_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0333,-0.0334,0.4822,0.4705,-0.0117,-0.0296,-0.0129,0.0167,False,False,True,True
INFP,INTJ,INFP_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.4946,0.4624,-0.0322,0.4731,0.4839,0.0108,True,False,True,True
